train_id,name,item_condition_id,category_name,category_name 1,category_name 2,category_name 3,category_name 4,category_name 5,brand_name,price,high_priced,shipping,item_description,has_offer
4836,Gameboy advance,3,Electronics/Video Games & Consoles/Games,Electronics,Video Games & Consoles,Games,,,Nintendo,15,0,0,"has scratches on the screen, not many and they don't affect gameplay. there is one noticeable one however. missing back.",0
4837,Kate Spade Silver Watch,1,Women/Women's Accessories/Watches,Women,Women's Accessories,Watches,,,Kate Spade,104,1,0,"nib kate spade ny crosstown watch in stainless / silver color, with bow inspired roman numerals, on a mother-of-pearl sunray face - case / strap material: stainless steel - dial color: silver-tone - movement: quartz - case size: 34mm - case thickness: 8mm - strap width: 16mm - water resistance: 30 meters brand new with box, pillow, booklet! never worn! still has plastic protector on front and back of case!",0
4838,Babolat tennis racket,4,Sports & Outdoors/Team Sports/Tennis & Racquets,Sports & Outdoors,Team Sports,Tennis & Racquets,,,Babolat,56,0,0,2 rackets - babolat pure strike 100 grip 4 1/4 used for about 2 years i can sell them separate message me if interested,0
4839,"50 NEW bags 4""x8"" Poly Bubble Mailers",1,Other/Office supplies/Shipping Supplies,Other,Office supplies,Shipping Supplies,,,Unknown,11,0,1,"50 new bags 4""x8"" poly sealed bubble mailers padded envelope bags new",0
4840,Disney- Star Wars Captain Phasma NEW,1,Kids/Toys/Action Figures & Statues,Kids,Toys,Action Figures & Statues,,,Disney,26,0,0,rare find! brand new in box. must have for a star wars fan!!,0
4841,The Little Bee! Fun For The Day Handbag,2,Women/Women's Handbags/Shoulder Bag,Women,Women's Handbags,Shoulder Bag,,,Unknown,11,0,0,"so cute! great gift for yourself or that little angel girl who would love to sport this the first day of school. very clean, excellent condition",0
4842,2 Pairs hollister skinny pants!,3,"Women/Jeans/Slim, Skinny",Women,Jeans,"Slim, Skinny",,,Hollister,16,0,1,2 pairs of hollister skinny pants! stretchy material...one pair is khaki and the other is dark pink!! excellent condition!! no holes or stains! willing to separate...just ask!,0
4843,Nike Tech Joggers,1,Women/Athletic Apparel/Tracksuits & Sweats,Women,Athletic Apparel,Tracksuits & Sweats,,,Nike,66,0,0,"size small, brand new with tags retails for [rm] style: 617325",0
4844,1000 Fruit Fimo Slices,1,Beauty/Makeup/Nails,Beauty,Makeup,Nails,,,Unknown,10,0,1,"you will get 1,000 fruit fimo slices. deliver with tracking # price is firm once the packet leaves my possession i have no control over it.",0
4845,Perfectly Posh I'm Turning Blueberry,1,Beauty/Skin Care/Face,Beauty,Skin Care,Face,,,Unknown,18,0,1,brand new sealed face mask,0
4846,Olive Green Timberland boots,3,Women/Shoes/Boots,Women,Shoes,Boots,,,Timberland,79,0,0,worn a few times but still in great condition. size 6y,0
4847,Stainless steel spinning ring size8,1,Women/Jewelry/Rings,Women,Jewelry,Rings,,,Unknown,8,0,1,unisex stainless steel spinning ring size8,0
4848,iPhone 7 Plus TLOP Kanye West Pablo Case,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",Electronics,Cell Phones & Accessories,"Cases, Covers & Skins",,,Unknown,15,0,1,"brand new in the packaging ! high quality dope printed iphone case ! unlike other cases here, it features full 3d printed design all around the case. our designs are only sold here. price is firm unless looking for bundle deals. then message me or comment ! same or next day shipping with usps tracking provided! ***message me or comment before purchase of the phone size you have, or else i will send the size in the title*** all cases available for iphone 6/6s , 6 plus / 6s plus, iphone 7, and iphone 7 plus! much more dope designs in our store ! check them out! air jordan nike bathing ape supreme bape adidas kanye west yeezy goyard ape bbc thrasher nofacenocase kim hype beast tropical colorful nyc fashion pablo tour tlop drake more life ovo lil uzi vert yachty commes de garã§ons",0
4849,NWT women's hollister shorts flower 13,1,Women/Athletic Apparel/Shorts,Women,Athletic Apparel,Shorts,,,Hollister,15,0,1,brand new with tags women's --juniors hollister by abercrombie flower logo jeans short-shorts low rise ...size 13 ...waist 31,0
4850,Self Gym Bag,2,Sports & Outdoors/Exercise/Fitness accessories,Sports & Outdoors,Exercise,Fitness accessories,,,Unknown,11,0,0,i pay for shipping.,0
4851,Victorias Secret mini bag,1,Women/Women's Handbags/Shoulder Bag,Women,Women's Handbags,Shoulder Bag,,,Victoria's Secret,35,0,0,no description yet,0
4852,New era Baltimore Ravens hat,1,Sports & Outdoors/Fan Shop/NFL,Sports & Outdoors,Fan Shop,NFL,,,Unknown,10,0,0,new era baltimore ravens hat new,0
4853,PS4 Camera with stand,3,Electronics/Video Games & Consoles/Accessories,Electronics,Video Games & Consoles,Accessories,,,Sony,34,0,1,playstation 4 camera with stand. works great. if you have any questions feel free to ask.,0
4854,Shirts,2,Men/Tops/T-shirts,Men,Tops,T-shirts,,,Unknown,7,0,1,tshirt xlarge custom mosaic wolf,0
4855,Houston astros vs pink body suit XS,1,Women/Athletic Apparel/Shorts,Women,Athletic Apparel,Shorts,,,PINK,22,0,0,"nwt h-town astros body suit, size xs from the vs pink exclusive mlb collection very cute :) retails for 39.50 smoke and pet free home i combine shipping :)",0
4856,Victoria's Secret PINK Tank,2,"Women/Tops & Blouses/Tank, Cami",Women,Tops & Blouses,"Tank, Cami",,,PINK,13,0,0,only worn a few times. size xs.,0
4857,New Gymshark Flex V3 Legging Grey,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,Gymshark,49,0,0,"brand new gymshark flex legging v3, sapphire blue marl/light grey, size small. unopened in packaging, ready to ship immediately! last one available",0
4858,Mint James Avery heart cross ring,2,Women/Jewelry/Rings,Women,Jewelry,Rings,,,Unknown,50,0,1,"authentic and in like new condition it comes with bag, box and pouch bag satisfaction is guarantee size -7",0
4859,CeraVe Stretch Marks Cream,1,Beauty/Skin Care/Body,Beauty,Skin Care,Body,,,Unknown,11,0,0,brand new never used retails for [rm] to [rm]!! results within weeks!!,0
4860,Corona hoodie,3,Women/Sweaters/Hooded,Women,Sweaters,Hooded,,,Unknown,10,0,0,"bought this from hampton beach years ago. its a size small, didn't realize i was buying in girls not womens. which is why the neck is cut. gave more room. still fits nice and i've worn it for years. some cracking on writting. still plenty of life left. priced according",0
4861,Nike Hyperfuse,3,Men/Shoes/Athletic,Men,Shoes,Athletic,,,Nike,46,0,0,men's size 13. unique pair of nike's in great condition! barely worn.,0
4862,Bundle of 3 Swaddlers,2,,,,,,,Unknown,13,0,0,*reserved*,0
4863,Rae Dunn Bowls Set Of 6,1,Home/Kitchen & Dining/Dining & Entertaining,Home,Kitchen & Dining,Dining & Entertaining,,,Rae Dunn,63,0,0,brand new please not most of rd has some minor imperfections!,0
4864,Crest whitestrips Glamorous White,1,Other/Daily & Travel items/Personal Care,Other,Daily & Travel items,Personal Care,,,Crest,24,0,1,"new sealed crest 3d luxe whitestrips glamorous white. whiten 25x better, 28 strips(14 treatments). exp: aug 2017 **slight damage from removing price but does not effect the contents inside the sealed box** i used this product for years and they absolutely work! any questions feel free to ask enamel safe their no slip grip means the strips stay put until you take them off, allowing you to talk and even drink water while whitening your teeth. using them just once a day for 30 minutes elevates your whiter smile to the next level. price firm retails for [rm]+tax",0
4865,Charm bracelet Leather,1,Women/Jewelry/Bracelets,Women,Jewelry,Bracelets,,,Unknown,7,0,1,"charm bracelet, alloy metal, leather, lace up. ship with in 3-5 business days.",0
4866,Scrub top,3,Other/Daily & Travel items/Health Care,Other,Daily & Travel items,Health Care,,,Unknown,11,0,0,"greys anatomy scrub top. size medium. used but still in good condition. burgundy color, very cute but too big for me now. feel free to ask any questions!",0
4867,Brighton crystal voyage Sunglasses,3,Women/Women's Accessories/Sunglasses,Women,Women's Accessories,Sunglasses,,,Brighton,25,0,1,100 percent authentic brighton handmade womens sunglasses. beautifully detailed with swarovski crystals. bundle and i tend to lower down the prices lenses have little scratches but other than that good condition retail price 110$ price negotiable i don't ship weekends so if you purchase it on a weekend it will be shipped the following monday,0
4868,Lularoe Randy,1,Women/Tops & Blouses/T-Shirts,Women,Tops & Blouses,T-Shirts,,,Unknown,30,0,1,bnwt. size small,0
4869,Defender case for iPhone 6/6s,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",Electronics,Cell Phones & Accessories,"Cases, Covers & Skins",,,Unknown,11,0,1,brand new . ships same day for free,0
4870,Women's RedCamel Hi/lo Fox Knit Sweater,3,Women/Tops & Blouses/Knit Top,Women,Tops & Blouses,Knit Top,,,Unknown,7,0,0,"new without tags, women's medium 289",0
4871,2x lularoe elegant Randy,2,Women/Tops & Blouses/T-Shirts,Women,Tops & Blouses,T-Shirts,,,LuLaRoe,22,0,1,washed never worn,0
4872,Kylie Jenner Birthday Edition Mini AV,1,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Unknown,21,0,1,kylie jenner birthday edition mini lip stick set all kits are new in the box! comes with 6 mini lipstick colors: leo kristen dolce candy koko exposed 100% brand new! all orders will arrive within 2-3 days of being shipped by usps with tracking,0
4873,Bundle 8 pairs OS leggings by LuLaRoe,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,LuLaRoe,85,0,1,bnwt in original packaging bundle 8 pairs of os leggings free shipping,0
4874,Lush Never mind the Ballistics Bombs X2,1,Beauty/Bath & Body/Bath,Beauty,Bath & Body,Bath,,,Unknown,26,0,0,new sealed & ahmazing!! from the kitchen wrapped and pristine,0
4875,Lularoe foxes leggings OS,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,Unknown,37,0,1,one size unicorn print! nwt,0
4876,VS Pink Tropical straight leg pant M,1,Women/Athletic Apparel/Tracksuits & Sweats,Women,Athletic Apparel,Tracksuits & Sweats,,,PINK,30,0,1,"the perfect pant for lounging around, with a flattering slim fit and zippered ankles. 30â€� inseam slim flattering fit stretch fleece logo exposed waistband unbanded bottom with zipped ankles back pocket imported cotton/polyester firm on price no holds these are new with tags",0
4877,Visor,3,Women/Women's Accessories/Hats,Women,Women's Accessories,Hats,,,Nike,6,0,1,nike visor,0
4878,"New Sealed ""Meaningful Beauty"" Products",1,Beauty/Skin Care/Face,Beauty,Skin Care,Face,,,Unknown,39,0,0,"price reduced 20% 1/22/17! nwt - cindy crawford's ""meaningful beauty"" products - sealed containers, never opened !! four items included: glowing serum - 15ml/0.5 floz, creme serum - 30ml/1 fl oz, glowing serum - 8ml/0.27 fl oz, skin brightening dã©colletã© and neck treatment broad spectrum spf 15 - 50ml/1.7 fl oz",0
4879,Women's coral flats,2,Women/Shoes/Flats,Women,Shoes,Flats,,,FOREVER 21,16,0,1,women's coral flats. bought off of someone on here but they are too small for me. super cute shoes. never worn just tried on. by forever 21,0
4880,Heel Booties,3,Women/Shoes/Boots,Women,Shoes,Boots,,,Unknown,21,0,0,color blk,0
4881,Miss Me jeans,3,Women/Jeans/Boot Cut,Women,Jeans,Boot Cut,,,Miss Me,20,0,0,no description yet,0
4882,Acemi Body suit,2,Women/Tops & Blouses/T-Shirts,Women,Tops & Blouses,T-Shirts,,,Unknown,7,0,0,brand new without tags! bundle to save:),0
4883,Becca Light Chaser Highlight,1,Beauty/Makeup/Face,Beauty,Makeup,Face,,,Sephora,22,0,1,"new limited edition from becca. shade is champagne dream flashes bellini. full sized new unused. sells for [rm] , discount to 22 for add on existing order. thanks",1
4884,FIDGET SPINNERS CLEAR LED [rm]each,1,Kids/Toys/Games,Kids,Toys,Games,,,Spin Master,7,0,1,"fidget spinners clear with great colors that you can change with the touch of a button, it has 3 different light modes.",0
4885,4pc bathroom set..,3,Home/Bath/Bathroom Accessories,Home,Bath,Bathroom Accessories,,,Unknown,14,0,0,"flower bathroom set not sure of the brand it includes shower curtain, soap dish, tooth brush holder and cup. it's like new in good condition but does have some markings i bought it that way.",0
4886,NEW POM POM Fox Keychain,1,Handmade/Accessories/Keychain,Handmade,Accessories,Keychain,,,Unknown,10,0,1,"free shipping blue fox brand new real fur rhinestone fox pom pom keychain 8-12cm rhinestones embedded. perfect accessory for your backpack, handbag, clutch or purse! bundle listings, comment below and i will make a listing for you â�¤ï¸� ships with usps tracking number!",0
4887,Z Supply Top Super Popular Size L,2,Women/Tops & Blouses/Blouse,Women,Tops & Blouses,Blouse,,,Unknown,38,0,0,like new. has been worn only one time. super comfy and is the super trendy olive color. just don't get to wear.,0
4888,Pura vida bracelets,2,Women/Jewelry/Bracelets,Women,Jewelry,Bracelets,,,Unknown,11,0,0,"for all three, comes with the pouch they sent them in",0
4889,DKNY Golden Delicious,1,Beauty/Fragrance/Women,Beauty,Fragrance,Women,,,Sephora,8,0,1,this is my price. no lower prices. please view the pictures because what is in the picture is exactly what you will receive. thanks again. ---------------------------- free gift included ----------------------------,0
4890,VS PINK COWL NECK SWEATER,3,Women/Sweaters/Cowl Neck,Women,Sweaters,Cowl Neck,,,PINK,48,0,0,black victoria's secret pink cowl neck sweater. has a bit fading,0
4891,Gorgeous cable bracelet,1,Women/Jewelry/Bracelets,Women,Jewelry,Bracelets,,,Unknown,13,0,1,new,0
4892,Bundle for Ricardo,1,Men/Tops/T-shirts,Men,Tops,T-shirts,,,Unknown,25,0,1,two blessed shirts 5xl white 5xl black,0
4893,Abercrombie & Fitch swim shorts,2,Men/Swimwear/Board Shorts,Men,Swimwear,Board Shorts,,,Abercrombie & Fitch,12,0,0,nwot men swim shorts by a&f,0
4894,H&M FAUX FUR VEST,2,Women/Coats & Jackets/Vest,Women,Coats & Jackets,Vest,,,H&M,22,0,0,cute and comfy brown h&m faux fur vest,0
4895,Mixed sock bundle,2,Men/Athletic Apparel/Socks,Men,Athletic Apparel,Socks,,,Unknown,10,0,1,socks fit shoe sizes 6-11. free shipping,0
4896,Blonde Lace Wig,1,Women/Women's Accessories/Hair Accessories,Women,Women's Accessories,Hair Accessories,,,Unknown,20,0,0,"what's good, what's up !? can my wigs get a lil of your love!? today i am back with another beautiful wig if you love it don't let it go :) my goals is to make my customers happy all my wigs are high quality synthetic the shipping will always be the next day and you will always receive your items within the 3 business days fyi there's no free shipping :)",0
4897,PINK VS Tee,2,Women/Tops & Blouses/T-Shirts,Women,Tops & Blouses,T-Shirts,,,PINK,10,0,1,"pink victoria secret. gently loved, still great condition. navy blue v-neck tee. 28"" from shoulder to hem 19"" from armpit to armpit",0
4898,Mossimo Marled Blazer,3,Women/Suits & Blazers/Blazer,Women,Suits & Blazers,Blazer,,,Mossimo,11,0,1,"soft drapey blazer from the target brand, missimo supply co. pleather lining makes for a great fall look. size medium, can fit a small, with great stretch. gently worn with no notable flaws.",0
4899,Ladies Nike shoes!,2,Women/Shoes/Athletic,Women,Shoes,Athletic,,,Nike,20,0,0,worn a couple times. they look brand-new! thanks!,0
4900,HOLD FOR Shtuff4avacadoes,3,Electronics/Media/DVD,Electronics,Media,DVD,,,Unknown,22,0,1,dark shadows the revival good morning vietnam legend the producers weird science free shipping,0
4901,B. BALENCIAGA PARIS,3,Beauty/Fragrance/Women,Beauty,Fragrance,Women,,,Unknown,29,0,0,3/4 full bottle. 2.5 fluid oz. eau de parfume,0
4902,New U.S. Polo Association Boys Sneakers,1,Kids/Boys (4+)/Shoes,Kids,Boys (4+),Shoes,,,Unknown,18,0,1,big boys size 1.5 just purchased but bought wrong size. unable to return. grayish khaki color with tan details.,0
4903,SPECIAL â˜†LULULEMON TANK TOP,2,Women/Athletic Apparel/Shirts & Tops,Women,Athletic Apparel,Shirts & Tops,,,lululemon athletica,31,0,0,specialâ˜†lululemon tank top size 8 like new color pink and white,0
4904,Bearpaw,3,Women/Shoes/Boots,Women,Shoes,Boots,,,Unknown,25,0,1,bearpaw boots size 8 color tan !! great shape small wear !!! not broke down stands up!!,0
4905,Women/junior strapless romper,2,Women/Tops & Blouses/T-Shirts,Women,Tops & Blouses,T-Shirts,,,Unknown,9,0,0,brand new never worn but i took the tags off black in color size small but runs a bit big perfect to go out and party or just dress up for dinner,0
4906,Metal Mulisha Zip Up Hoodie XL,1,Men/Sweats & Hoodies/Hoodie,Men,Sweats & Hoodies,Hoodie,,,Metal Mulisha,23,0,1,"nwt mm zip up hoodie. msrp [rm], discounts when you bundle only. smoke free home. free shipping",1
4907,Reflective car decal,1,Other/Automotive/Exterior Accessories,Other,Automotive,Exterior Accessories,,,Unknown,8,0,1,"reflective passed by a girl car decal. comes off clean without damaging the surface. use on any smooth surface. approx 8x4.5"" ie; laptops, mirrors, windows, appliances, cars, furniture etc.... decor-decal-sticker check out my closet for names like: disney, graco, victoria secret, nike, ugg, new toys & more",0
4908,M the walking dead zombie horror shirt,2,Other/Other/Other,Other,Other,Other,,,Unknown,12,0,0,"purchase comes with a free walking dead volume comic book! unisex size m tee! fits both men and women. measures 19"" pit to pit and 25"" long. like new only worn once! #goth #halloween #tee #unisex #horror #m #xl #womens #men #zombie #thewalkingdead #hottopic #tv #comicbook #book #freebie #extra #lot #bundle",0
4909,Black Mask Black Head Remover 210,1,Beauty/Skin Care/Face,Beauty,Skin Care,Face,,,Unknown,8,0,1,"factory directly by household items. specifications: features: pigmentation correction net weight: 60 g colour: black core components: charcoal, glycerin, lactic acid strong penetration sucktion black mask to remove blackheads, acne, and deep clean your face remove stubborn stains and contract pores, improve skin roughness dumb it helps to regulate oil secretion in your facial skin cool and soothing feeling when using this product all in high quality and low price.",0
4910,Lps,3,Kids/Toys/Dolls & Accessories,Kids,Toys,Dolls & Accessories,,,Littlest Pet Shop,9,0,0,"some lps may have some minor scuffs or doodles , these have been in storage for years . i'm sure clorox wipes will do the job and some may also have some initials on them .",0
4911,Girls lucky brand flag tshirt 5T,4,Kids/Girls 2T-5T/Tops & T-Shirts,Kids,Girls 2T-5T,Tops & T-Shirts,,,Unknown,4,0,1,"cute but worn studded flag tee from lucky, size 5. fading from wash and light all over pilling. looks cute under a denim jacket. from a non-smoking home!",0
4912,Neocutis Lumiere Eye Cream NEW,1,Beauty/Skin Care/Eyes,Beauty,Skin Care,Eyes,,,Unknown,11,0,0,this is a full size eye cream0.5oz.never used. xp 2/2015 please read bio before purchasing thank you mac stila kat von d urban decay dolce and gabbana sephora versace,0
4913,Victorias secret pink cowl neck,1,Women/Sweaters/Cowl Neck,Women,Sweaters,Cowl Neck,,,Victoria's Secret,40,0,0,size small new in the bag,0
4914,Pink timberlands,3,Women/Shoes/Boots,Women,Shoes,Boots,,,Timberland,26,0,0,"in guc women 8.5 few spots on the top,",0
4915,Men's loafer,3,Men/Shoes/Loafers & Slip-Ons,Men,Shoes,Loafers & Slip-Ons,,,Calvin Klein,20,0,1,calvin klein loafer size 12 navy blue good condition worn a couple of times,0
4916,Strawberry Cupcake 3-Wick Candle,2,Beauty/Fragrance/Candles & Home Scents,Beauty,Fragrance,Candles & Home Scents,,,Bath & Body Works,15,0,1,bath & body works 3-wick candle never burned,0
4917,Free ship Baby converse,2,Kids/Boys 0-24 Mos/Shoes,Kids,Boys 0-24 Mos,Shoes,,,Unknown,10,0,1,converse all star size 2,0
4918,TAYWEER add on ONLY,1,Women/Other/Other,Women,Other,Other,,,Unknown,12,0,1,body jewelry!,0
4919,Mickey Mouse Floating Charm Set,1,Handmade/Accessories/Charm,Handmade,Accessories,Charm,,,Unknown,6,0,1,6 piece mickey mouse floating charms set. fits origami owl and other brand lockets. price firm with free shipping!,0
4920,6 pairs of eyelashes like Kylie Jenner,1,Beauty/Makeup/Eyes,Beauty,Makeup,Eyes,,,Unknown,15,0,1,comment to bundle 2 pairs [rm] 3 pairs [rm] 4 pairs [rm] 5 pairs [rm] 6 pairs [rm] 8 pairs [rm] â€¢100% faux mink fur strip lashes â€¢handcrafted high quality lashes â€¢ 1 pair mink eyelashes lashes will last multiple applications if handled with care,0
4921,Patagonia Black Re-tool Snap-T Pullover,3,Women/Sweaters/Other,Women,Sweaters,Other,,,patagonia,46,0,0,"patagonia women's black re-tool snap-t fleece pullover 25442 [rm] vgc good condition! this is a lovely black re-tool snap-t fleece pullover by patagonia! it is very soft and plush, has a kangaroo pocket to keep your hands warm and a little pocket at the chest. the most wear this shows is on the inside, and it has a little wear at the edges and is slightly faded (more of a soft black than a stark black). it is made with 100% polyester, and it measures 22"" long, 18"" across the chest from under the arm, 22"" arm inseam, 30"" arm outseam from the back of the center of the neck.",0
4922,Victorias secret PINK hoodie and shirt,3,Women/Sweaters/Hooded,Women,Sweaters,Hooded,,,PINK,16,0,1,size small hoodie / full zip great buy cute and comfy thick and warm victorias secret pink plus wet seal shirt,0
4923,Birthday cake kisses,2,Handmade/Toys/Food,Handmade,Toys,Food,,,Unknown,5,0,1,i bought these for me but they ended up being to sweet!! i love birthday cake flavored stuff but these aren't for me. ask about bundles. check out my page for more!!!,0
4924,FREE SHIPPING Herbal Hair Oil,2,Beauty/Hair Care/Hair & Scalp Treatments,Beauty,Hair Care,Hair & Scalp Treatments,,,Unknown,6,0,1,"africas best ultimate herbal oil ~ smoothing, moisturizing hair treatment. it has sort of a baby powder scent to it. works well with various thick hair types, ethnic hair especially. never used, only opened once to test a small section. 8 fl oz soy bean oil, walnut seed oil, kiwi fruit extract, olive fruit oil, castor seed oil, sesame seed oil, jojoba seed oil, carrot seed oil, sweet almond oil, tocopheryl acetate, safflower oil and calendula extract and yarrow extract and cucumber extract and carrageenan extract and ginseng extract and sage extract and comfrey extract and aloe extract, fragrance.",0
4925,Nikon DSLR FREEship Reduced Price,3,Electronics/Cameras & Photography/Digital Cameras,Electronics,Cameras & Photography,Digital Cameras,,,Nikon,170,1,1,"nikon d3000 *free shipping* comes with charger screen over lcd is cracked, but the lcd is not affected. refer to the 3rd picture to see the crack. lens is in perfect condition takes gorgeous professional photos with tons of manual settings and a beginner friendly automatic setting.",0
4926,Status by Lheraugt Women's Blue Blouse,2,Women/Tops & Blouses/Blouse,Women,Tops & Blouses,Blouse,,,Unknown,11,0,0,has lace design all down the sleeves. the shirt comes to a v neck.,0
4927,LimeLight ELC - Wedding Cake for AllyC,1,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Unknown,18,0,1,wedding cake enduring lip color - new in box. retails for [rm].,0
4928,36C Cage Bra Set,1,Women/Underwear/Bras,Women,Underwear,Bras,,,Rene Rofe,26,0,0,"brand new with tags multiway straps, padded matching panty included large",0
4929,5 subject notebook college ruled,1,Other/Office supplies/Writing,Other,Office supplies,Writing,,,Office Depot,7,0,0,200 sheets 8 pockets 11 in x 9 in (27.9 cm x 22.8 cm) brand new,0
4930,Pink Sweat Pants (Free Ship!),3,Women/Athletic Apparel/Tracksuits & Sweats,Women,Athletic Apparel,Tracksuits & Sweats,,,PINK,15,0,1,"back of pants say (pink), front of pants say (86), in good shape!",0
4931,Bare Minerals Precision brush,2,Beauty/Tools & Accessories/Makeup Brushes & Tools,Beauty,Tools & Accessories,Makeup Brushes & Tools,,,Bare Escentuals,14,0,0,used precision brush couple times. max coverage concealer brush used once,0
4932,Papaya Plaid Jacket with Hood Size S,2,Women/Coats & Jackets/Other,Women,Coats & Jackets,Other,,,Papaya,12,0,0,sooooooo soft!! i wore it out like twice and never found a time to wear it again :/. it's super cute and you can see the pics of the different ways you can roll up the sleeves. in perfect condition!,0
4933,US kids golf club set,2,Sports & Outdoors/Golf/Men's Golf Clubs,Sports & Outdoors,Golf,Men's Golf Clubs,,,Unknown,80,0,0,"this week only!!! used couple of times! used few times, great for age 7 or younger. comes wit 5 clubs and the bag kids golf clubs junior golf",0
4934,Lululemon RARE COLOR Speed Shorts,3,Women/Athletic Apparel/Shorts,Women,Athletic Apparel,Shorts,,,Lululemon,45,0,1,rare and htf lululemon senorita pink plaid run speed shorts size 6 run speed shorts pocket on back waist lined lululemon symbol on back leg excellent condition / size 6,0
4935,Brandy gaby cherry blossom dress,3,"Women/Dresses/Above Knee, Mini",Women,Dresses,"Above Knee, Mini",,,Brandy Melville,32,0,0,"rare cherry blossom print. worn and washed once no flaws, like new",0
4936,Anastasia Beverly Hills Contour Cream,3,Beauty/Makeup/Makeup Palettes,Beauty,Makeup,Makeup Palettes,,,Anastasia Beverly Hills,19,0,0,yes this item has been used but has only had two spots used still has a lot left in it i just don't use it anymore don't have time to contour my face. still has a good 6-9 months worth of cream left seeing as i've only used one highlighter and one contour,0
4937,Burgundy scallop swimsuit,3,Women/Swimwear/Two-Piece,Women,Swimwear,Two-Piece,,,Unknown,16,0,0,"cute burgundy swimsuit. has a nice scallop cut out. only used maybe 3 times. condition is very good. size is medium, but it runs a tad small.",0
4938,Dude Diary Boom,2,Other/Books/Children's Books,Other,Books,Children's Books,,,Unknown,5,0,1,paperback diary/journal with lock and keys. part of the dude diary series. ridiculous and mind-blowing questions. extra blank journal pages. recommend for ages 8 and up.,0
4939,BP Pumps Bundle size 6,3,Women/Shoes/Pumps,Women,Shoes,Pumps,,,Nordstrom,28,0,1,used twice both are size 6 black and blush bought at nordstrom,0
4940,Curry Jersey,2,Men/Athletic Apparel/Jerseys,Men,Athletic Apparel,Jerseys,,,NBA,18,0,0,never worn great condition,0
4941,Cut off blouse top,3,Women/Tops & Blouses/Blouse,Women,Tops & Blouses,Blouse,,,Unknown,7,0,0,never actually worn just kept for no apparent reason. size xl would look great this summer with a bandeau underneath or just a tank!,0
4942,PINK TANKTOP,2,"Women/Tops & Blouses/Tank, Cami",Women,Tops & Blouses,"Tank, Cami",,,PINK,14,0,0,super comfy and casual,0
4943,New NIKE Flyknit Zoom Agility ~ size 10,2,Women/Shoes/Athletic,Women,Shoes,Athletic,,,Nike,59,0,1,brand new no lid size 10 vivid purple/voltage green/black comes from smoke free home 100% authentic,0
4944,BH eyeshadow/highlighter palette,2,Beauty/Makeup/Makeup Palettes,Beauty,Makeup,Makeup Palettes,,,Unknown,10,0,1,"only a few colors have been swatched, never used :)",0
4945,Microcassette recorder,3,Electronics/Media/Other,Electronics,Media,Other,,,Unknown,19,0,0,untact in box. never used,0
4946,Kate Spade Long Dinosaur Necklace,1,Women/Jewelry/Necklaces,Women,Jewelry,Necklaces,,,Kate Spade,33,0,0,***please see second picture for chipped paint on tail***,0
4947,S/M Lularoe Toystory,1,Kids/Girls 2T-5T/Bottoms,Kids,Girls 2T-5T,Bottoms,,,Unknown,36,0,0,brand new never worn,0
4948,japanese bear hugo size,5,Kids/Toys/Dolls & Accessories,Kids,Toys,Dolls & Accessories,,,Unknown,18,0,0,moving out so just dont wanna keep for freeï¼�,0
4949,Tank Top Lot,2,"Women/Tops & Blouses/Tank, Cami",Women,Tops & Blouses,"Tank, Cami",,,Victoria's Secret,16,0,0,"10 tanks- vs, nike, gap, old navy, sonoma. all are large/xl cream one has a stain, so i'm throwing that one in . 3/10 are new. non smoking home",0
4950,Lululemon wunder under size 8,3,"Women/Athletic Apparel/Pants, Tights, Leggings",Women,Athletic Apparel,"Pants, Tights, Leggings",,,Lululemon,50,0,1,"in good condition, absolutely no rips, holes, or stains. minor piling in crotch area but that's it (please see pic). no tag but size sticker in pocket. mid rise, full length size 8. free and same day shipping!",0
4951,Hot straightening brush GREEN,1,Beauty/Tools & Accessories/Hair Styling Tools,Beauty,Tools & Accessories,Hair Styling Tools,,,Unknown,27,0,1,"new never opened downtown by eva nyc heated straightening brush ! very easy to use! heats up to 450 degrees, adjustable temperature, digital, auto shut off after 60 minutes, dual voltage, negative ion technology full price 60$ color light lime green also available in pink and purple! free shipping and same day shipping ! limited amount !",0
4952,Lipsense Matte Gloss,1,Beauty/Makeup/Lips,Beauty,Makeup,Lips,,,Unknown,17,0,1,sealed,0
4953,LA Dodgers Pajama Set,3,Sports & Outdoors/Fan Shop/MLB,Sports & Outdoors,Fan Shop,MLB,,,Unknown,12,0,1,"tank top large shorts xlarge brand: california republic lightly worn no stains or tears â€¼ï¸�â€¼ï¸�â€¼ï¸�i will be traveling out of state as of feb 2nd-10th all orders will be shipped upon my return, i apologize for the inconvenience i will be more than happy to hold an item for anyone willing to wait for meâ€¼ï¸�â€¼ï¸�â€¼ï¸� thank you :)",0
